2.14	,	87.27
2.96	,	83.29
3.88	,	79.03
4.79	,	74.78
3.91	,	79.5
2.33	,	87.76
0.75	,	96.03
0.34	,	98.1
0.56	,	96.87
0.78	,	95.64
1.32	,	92.72
2.09	,	88.62
2.86	,	84.52
3.17	,	82.69
3.07	,	82.96
2.97	,	83.22
2.6	,	85.15
1.93	,	89.08
1.25	,	93
0.97	,	94.44
1.31	,	91.99
1.66	,	89.53
1.8	,	88.58
1.51	,	90.74
1.22	,	92.9
0.94	,	94.86
0.69	,	96.23
0.44	,	97.6
0.22	,	98.77
0.16	,	99.12
0.1	,	99.48
0.04	,	99.79
0.03	,	99.82
0.03	,	99.85
0.03	,	99.87
0.07	,	99.62
0.12	,	99.38
0.16	,	99.14
5.06	,	76.78
9.97	,	54.38
14.88	,	31.99
10.62	,	51.45
5.7	,	73.9
0.79	,	96.36
0.14	,	99.29
0.14	,	99.26
0.14	,	99.22
0.18	,	99
0.23	,	98.73
0.28	,	98.47
2.01	,	88.7
4.33	,	75.55
6.65	,	62.4
8.12	,	53.56
9.19	,	46.82
10.25	,	40.08
10.2	,	40.16
9.43	,	44.66
8.65	,	49.16
9.26	,	46.99
11.04	,	39.15
12.82	,	31.32
11.65	,	38.3
7.25	,	61.57
2.85	,	84.83
2.25	,	87.42
7.13	,	60.35
12	,	33.29
14.76	,	16.22
13.52	,	18.08
12.29	,	19.93
10.48	,	27.65
7.19	,	50.39
3.9	,	73.14
1.23	,	91.57
0.84	,	94.27
0.46	,	96.97
0.13	,	99.23
0.16	,	98.98
0.19	,	98.74
0.29	,	98.14
1.04	,	93.64
1.79	,	89.13
2.52	,	84.74
2.28	,	86.15
2.04	,	87.56
1.8	,	88.98
2	,	87.81
2.23	,	86.53
2.45	,	85.24
1.77	,	89.34
0.98	,	94.11
0.19	,	98.88
0.1	,	99.35
0.17	,	98.89
0.23	,	98.43
0.21	,	98.6
0.16	,	98.96
0.11	,	99.32
0.2	,	98.86
0.34	,	98.04
0.48	,	97.22
1.12	,	93.39
2.06	,	87.79
3	,	82.19
4.76	,	71.88
7.16	,	57.89
9.56	,	43.91
9.47	,	44.32
6.88	,	59.32
4.29	,	74.31
2.46	,	85.06
1.61	,	90.2
0.76	,	95.35
0.49	,	97.16
1.2	,	93.19
